,PID,LEGAL_TYPE,FOLIO,LAND_COORDINATE,ZONE_NAME,ZONE_CATEGORY,BLOCK,PLAN,DISTRICT_LOT,LOT,FROM_CIVIC_NUMBER,TO_CIVIC_NUMBER,STREET_NAME,PROPERTY_POSTAL_CODE,NARRATIVE_LEGAL_LINE3,NARRATIVE_LEGAL_LINE2,NARRATIVE_LEGAL_LINE1,NARRATIVE_LEGAL_LINE4,NARRATIVE_LEGAL_LINE5,CURRENT_LAND_VALUE,CURRENT_IMPROVEMENT_VALUE,TAX_ASSESSMENT_YEAR,PREVIOUS_IMPROVEMENT_VALUE,PREVIOUS_LAND_VALUE,YEAR_BUILT,BIG_IMPROVEMENT_YEAR,TAX_LEVY,NEIGHBOURHOOD_CODE,REPORT_YEAR
88915,015-555-755,LAND,646179950000,64617995,I-1,Light Industrial,34,VAP197,200A,12,,123.0,7TH AVE W,V5Y 1L8,3  BLOCK 34  PLAN VAP197  DISTRICT,RICT LOT 200A  NWD  GROUP 1 & LOT 1,LOT 12  BLOCK 34  PLAN VAP197  DIST,LOT 200A  NWD  GROUP 1 & LOT 14  BL,OCK 14  PLAN VAP197  DISTRICT LOT 2,24607000.0,44300.0,2021.0,43300.0,24607000.0,1963.0,1970.0,,13,2021
189944,013-580-337,LAND,243739530000,24373953,RS-1,One Family Dwelling,3,VAP1898,708,10,,5389.0,COMMERCIAL ST,V5P 3N4,,RICT LOT 708  NEW WESTMINSTER,LOT 10  BLOCK 3  PLAN VAP1898  DIST,,,1245000.0,54100.0,2021.0,53900.0,1157000.0,1910.0,1970.0,,19,2021
13425,010-688-684,LAND,270743160000,27074316,RT-11,Two Family Dwelling,,VAP7172,394,3,,5516.0,CLARENDON ST,V5R 3J9,,94  NEW WESTMINSTER BLOCK 12 S HLF.,LOT 3  PLAN VAP7172  DISTRICT LOT 3,,,1463000.0,72500.0,2021.0,74400.0,1247000.0,1947.0,1965.0,,23,2021
7346,014-508-362,LAND,750192250000,75019225,RS-1,One Family Dwelling,A,VAP1634,640,2,,311.0,41ST AVE E,V5W 1N9,"3, OF BLOCK 2.","ICT LOT 640  NWD PART E 1/2, OF LOT",LOT 2  BLOCK A  PLAN VAP1634  DISTR,,,1360000.0,67100.0,2021.0,68300.0,1159000.0,1940.0,1975.0,,16,2021
85505,024-683-736,STRATA,643130990119,64313099,C-3A,Commercial,,LMS4091,526,119,103,1485.0,6TH AVE W,V6H 4G1,V 705/248613 SHARE IN COM PROP THER,"526  NEW WESTMINSTER GROUP 1, UNDI",LOT 119  PLAN LMS4091  DISTRICT LOT,EIN.,,457000.0,185000.0,2021.0,183000.0,433000.0,2000.0,2000.0,,7,2021
104210,012-044-431,LAND,228687970000,22868797,RT-5,Two Family Dwelling,107,VAP3891,301,B,,3185.0,CLARK DR,V5N 3J3,,TRICT LOT 301  NEW WESTMINSTER,LOT B  BLOCK 107  PLAN VAP3891  DIS,,,1256000.0,247000.0,2021.0,259000.0,1220000.0,1990.0,1990.0,,13,2021
72604,018-052-266,STRATA,157615050199,15761505,CD-1 (182),Comprehensive Development,,VAS2540,FC,199,605,1323.0,HOMER ST,V6B 5T1,47 SHARE IN COM PROP THEREIN.,FC  NEW WESTMINSTER UNDIV 693/1731,LOT 199  PLAN VAS2540  DISTRICT LOT,,,414000.0,320000.0,2021.0,320000.0,456000.0,1993.0,1993.0,,29,2021
136012,008-342-768,LAND,708292350000,70829235,RS-1,One Family Dwelling,3,VAP2299,THSL,26,,3133.0,28TH AVE E,V5R 1S8,SW 1/4.,AP2299  DISTRICT LOT THSL  NWD PART,LOT 26  BLOCK 3  SECTION 49  PLAN V,,,1211000.0,318000.0,2021.0,313000.0,1133000.0,2006.0,2006.0,,22,2021
15521,015-437-957,STRATA,580265740016,58026574,RM-3A,Multiple Family Dwelling,,VAS2553,184,16,306,2272.0,DUNDAS ST,V5L 1J8,"STRICT, TOGETHER WITH AN INTEREST I","CT LOT 184, NEW WESTMINSTER LAND DI","STRATA LOT 16, PLAN VAS2553, DISTRI",N THE COMMON PROPERTY IN PROPORTION,TO THE UNIT ENTITLEMENT OF THE STR,333000.0,52400.0,2021.0,52900.0,332000.0,1989.0,1989.0,,14,2021
154238,014-668-602,STRATA,144833050061,14483305,RM-4,Multiple Family Dwelling,,VAS2468,318,61,2206,8805.0,HUDSON ST,V6P 4M9,SHARE IN PROP THEREIN.,318  NEW WESTMINSTER UNDIV 56/5890,LOT 61  PLAN VAS2468  DISTRICT LOT,,,261000.0,66800.0,2021.0,67600.0,262000.0,1989.0,1989.0,,12,2021
59718,028-069-901,STRATA,580186800081,58018680,HA-2,Historic Area,,BCS3636,196,81,816,168.0,POWELL ST,V6A 0B2,IN THE COMMON PROPERTY IN PROPORTIO,196  NWD TOGETHER WITH AN INTEREST,LOT 81  PLAN BCS3636  DISTRICT LOT,N TO THE UNIT ENTITLEMENT OF THE ST,RATA LOT AS SHOWN ON FORM V.,352000.0,102000.0,2021.0,101000.0,383000.0,2009.0,2009.0,,26,2021
27225,029-322-413,STRATA,250641940008,25064194,CD-1 (496),Comprehensive Development,,EPS2125,264A,8,,2240.0,COMMERCIAL DR,V5N 4B5,INTEREST IN THE COMMON PROPERTY IN,"64A  NWD GROUP 1, TOGETHER WITH AN",LOT 8  PLAN EPS2125  DISTRICT LOT 2,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,1505000.0,537000.0,2021.0,525000.0,1513000.0,2014.0,2014.0,,14,2021
206504,018-688-896,STRATA,638194520067,63819452,IC-3,Light Industrial,,LMS1316,200A,67,412,336.0,1ST AVE E,V5T 4R6,SHARE IN COM PROP THEREIN.,200A  NEW WESTMINSTER UNDIV 64/4749,LOT 67  PLAN LMS1316  DISTRICT LOT,,,591000.0,131000.0,2021.0,133000.0,564000.0,1994.0,1994.0,,13,2021
128990,015-082-946,LAND,643073770000,64307377,RT-8,Two Family Dwelling,260,VAP1058,526,13,,2525.0,6TH AVE W,V6K 1W4,,STRICT LOT 526  NEW WESTMINSTER,LOT 13  BLOCK 260  PLAN VAP1058  DI,,,2737000.0,76200.0,2021.0,79300.0,2390000.0,1910.0,1975.0,,2,2021
50183,018-405-100,STRATA,642190370062,64219037,IC-3,Light Industrial,,LMS1027,200A,62,405,237.0,4TH AVE E,V5T 4R4,SHARE IN COM PROP THEREIN.,200A  NEW WESTMINSTER UNDIV 74/5626,LOT 62  PLAN LMS1027  DISTRICT LOT,,,647000.0,189000.0,2021.0,192000.0,617000.0,1995.0,1995.0,,13,2021
98494,013-390-589,LAND,744060860000,74406086,RS-5,One Family Dwelling,9,VAP2827,2027,F,,2718.0,39TH AVE W,V6N 2Z4,,ICT LOT 2027  NWD OF LOTS 22 & 23.,LOT F  BLOCK 9  PLAN VAP2827  DISTR,,,2029000.0,318000.0,2021.0,327000.0,1905000.0,1995.0,1996.0,,5,2021
61689,029-687-098,STRATA,688087960027,68808796,C-2,Commercial,,EPS2690,526,27,309,2118.0,15TH AVE W,V6K 2Y5,INTEREST IN THE COMMON PROPERTY IN,"526  NWD GROUP 1, TOGETHER WITH AN",LOT 27  PLAN EPS2690  DISTRICT LOT,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,517000.0,213000.0,2021.0,208000.0,509000.0,2015.0,2015.0,,2,2021
121139,031-211-771,STRATA,276733110008,27673311,RM-7,Multiple Family Dwelling,,EPS7073,394,8,,5009.0,CHAMBERS ST,,ITH AN INTEREST IN THE COMMON PROPE,T LOT 394  NWD  GROUP 1  TOGETHER W,STRATA LOT 8  PLAN EPS7073  DISTRIC,RTY IN PROPORTION TO THE UNIT ENTIT,LEMENT OF THE STRATA LOT AS SHOWN O,603000.0,165000.0,2021.0,,,,,,23,2021
16932,017-537-355,STRATA,683163970009,68316397,RM-4,Multiple Family Dwelling,,LMS191,526,9,202,611.0,13TH AVE W,V5Z 1N8,ARE IN COM PROP THEREIN.,6  NEW WESTMINSTER UNDIV 90/2219 SH,LOT 9  PLAN LMS191  DISTRICT LOT 52,,,593000.0,208000.0,2021.0,212000.0,558000.0,1992.0,1992.0,,7,2021
86970,017-656-737,STRATA,630073870001,63007387,RT-8,Two Family Dwelling,,LMS260,526,1,,2517.0,CORNWALL AVE,V6K 1C1,PROP THEREIN TOGETHER WITH AN INTE,6  NWD UNDIV 1902/3764 SHARE IN COM,LOT 1  PLAN LMS260  DISTRICT LOT 52,REST IN THE COMMON PROPERTY IN PROP,ORTION TO THE UNIT ENTITLEMENT OF T,2461000.0,324000.0,2021.0,331000.0,2058000.0,1991.0,1991.0,,2,2021
15068,003-800-458,STRATA,645206950022,64520695,RM-4,Multiple Family Dwelling,,VAS279,264A,22,322,665.0,6TH AVE E,V5T 4J3,7 SHARE IN COM PROP THEREIN.,64A  NEW WESTMINSTER UNDIV 720/2203,LOT 22  PLAN VAS279  DISTRICT LOT 2,,,442000.0,74100.0,2021.0,77600.0,421000.0,1975.0,1975.0,,13,2021
23689,017-572-924,STRATA,186605760016,18660576,CD-1 (264),Comprehensive Development,,LMS195,2037,16,306,1188.0,QUEBEC ST,V6A 4B3,433 SHARE IN COM PROP THEREIN.,037  NEW WESTMINSTER UNDIV 1246/229,LOT 16  PLAN LMS195  DISTRICT LOT 2,,,528000.0,371000.0,2021.0,376000.0,541000.0,1992.0,1992.0,,30,2021
16098,029-699-380,STRATA,130803170001,13080317,CD-1 (521),Comprehensive Development,,EPS2413,526,1,,1529.0,ATLAS LANE,V6P 0C9,NTEREST IN THE COMMON PROPERTY IN P,"26  NWD GROUP 1, TOGETHER WITH AN I",LOT 1  PLAN EPS2413  DISTRICT LOT 5,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM 1,2214000.0,802000.0,2021.0,792000.0,2223000.0,2015.0,2015.0,,10,2021
96902,029-846-781,STRATA,138600890098,13860089,CD-1 (525),Comprehensive Development,54,EPS3242,541,98,1605,777.0,RICHARDS ST,V6B 0M6,"WESTMINSTER LAND DISTRICT, TOGETHER","42, DISTRICT LOT 541, GROUP 1, NEW","STRATA LOT 98, BLOCK 54, PLAN EPS32",WITH AN INTEREST IN THE COMMON PRO,PERTY IN PROPORTION TO THE UNIT ENT,390000.0,256000.0,2021.0,251000.0,401000.0,2016.0,2016.0,,26,2021
209386,023-922-958,STRATA,148604510003,14860451,DD,Comprehensive Development,,LMS2969,541,3,,945.0,HOMER ST,V6B 2W6,"LAND DISTRICT, TOGETHER WITH AN IN","T LOT 541, GROUP 1, NEW WESTMINSTER","STRATA LOT 3, PLAN LMS2969, DISTRIC",TEREST IN THE COMMON PROPERTY IN PR,OPORTION TO THE UNIT ENTITLEMENT OF,691000.0,396000.0,2021.0,392000.0,656000.0,1998.0,1998.0,,29,2021
140479,008-281-475,LAND,612117500000,61211750,C-5,Commercial,38,VAP92,185,4,,1230.0,DAVIE ST,V6E 1N3,5  BLOCK 38  PLAN VAP92  DISTRICT,CT LOT 185  NWD  PART W 1/2   & LOT,LOT 4  BLOCK 38  PLAN VAP92  DISTRI,LOT 185  NWD  PART E 1/2   & LOT A,BLOCK 38  PLAN VAP8690  DISTRICT L,16104000.0,29800.0,2021.0,29200.0,17751000.0,1970.0,1970.0,,27,2021
17537,011-654-252,LAND,707034790000,70703479,RS-5,One Family Dwelling,33,VAP4310,139,13,,3819.0,24TH AVE W,V6S 1L8,,TRICT LOT 139  NWD OF LOTS 2 & 3.,LOT 13  BLOCK 33  PLAN VAP4310  DIS,,,2200000.0,33200.0,2021.0,36600.0,2030000.0,1951.0,1961.0,,3,2021
63507,002-446-758,LAND,770309870000,77030987,C-2,Commercial,47,VAP2639,37,18,,3391.0,KINGSWAY,V5R 5K6,"AY (REF VAP2447), & BLKS 50 & 51",TRICT LOT 37  NWD EXC PT NOW KINGSW,LOT 18  BLOCK 47  PLAN VAP2639  DIS,,,1981000.0,10700.0,2021.0,10400.0,1981000.0,1973.0,1973.0,,23,2021
4643,015-441-164,LAND,683201570000,68320157,RT-5,Two Family Dwelling,175,VAP345,264A,16,,557.0,13TH AVE E,V5T 2K8,1771.,"TRICT LOT 264A  NWD OF LOT A, & PL",LOT 16  BLOCK 175  PLAN VAP345  DIS,,,1540000.0,107000.0,2021.0,93400.0,1440000.0,1912.0,1980.0,,13,2021
165303,018-168-183,STRATA,683217710001,68321771,RT-5,Two Family Dwelling,,LMS782,264A,1,,1067.0,13TH AVE E,V5T 2L9,N THE COMMON PROPERTY IN PROPORTION,4A  NWD TOGETHER WITH AN INTEREST I,LOT 1  PLAN LMS782  DISTRICT LOT 26,TO THE UNIT ENTITLEMENT OF THE STR,ATA LOT AS SHOWN ON FORM 1.,1109000.0,153000.0,2021.0,159000.0,1060000.0,1993.0,1993.0,,13,2021
194013,014-863-243,LAND,267685450000,26768545,RS-1,One Family Dwelling,2,VAP1224,195,25,,3195.0,GARDEN DR,V5N 4Y2,", OF BLK A.",RICT LOT 195  NWD AMD (SEE 204878L),LOT 25  BLOCK 2  PLAN VAP1224  DIST,,,1850000.0,16500.0,2021.0,16500.0,1594000.0,1948.0,1948.0,,14,2021
131388,028-685-768,STRATA,638050390001,63805039,RT-8,Two Family Dwelling,,EPS510,540,1,,3253.0,3RD AVE W,V6K 1N5,TEREST IN THE COMMON PROPERTY IN PR,"0  NWD GROUP 1, TOGETHER WITH AN IN",LOT 1  PLAN EPS510  DISTRICT LOT 54,OPORTION TO THE UNIT ENTITLEMENT OF,THE STRATA LOT AS SHOWN ON FORM 1,1736000.0,477000.0,2021.0,478000.0,1440000.0,2011.0,2011.0,,2,2021
162571,019-064-284,STRATA,120606920362,12060692,CD-1 (386),Comprehensive Development,,LMS1689,541,362,3202,1088.0,BURRARD ST,V6Z 2R9,465 SHARE IN COM PROP THEREIN.,541  NEW WESTMINSTER UNDIV 363/216,LOT 362  PLAN LMS1689  DISTRICT LOT,,,78800.0,70100.0,2021.0,69900.0,132000.0,1994.0,1994.0,,26,2021
90921,026-963-299,STRATA,160592280018,16059228,DD,Comprehensive Development,,BCS2186,541,18,305,528.0,BEATTY ST,V6B 2L3,,541  NEW WESTMINSTER GROUP 1.,LOT 18  PLAN BCS2186  DISTRICT LOT,,,730000.0,257000.0,2021.0,253000.0,653000.0,2006.0,2006.0,,26,2021
148870,015-841-472,LAND,565274230000,56527423,RS-1,One Family Dwelling,,VAP100,HT,114,,2615.0,WALL ST,V5K 1A7,,HT  NWD EXC PART IN PL 16178.,LOT 114  PLAN VAP100  DISTRICT LOT,,,1943000.0,63400.0,2021.0,65400.0,1827000.0,1900.0,1972.0,,20,2021
187432,010-822-755,LAND,765197060000,76519706,RS-1,One Family Dwelling,16,VAP6766,649,1,,406.0,47TH AVE E,V5W 2B4,,T LOT 649  NEW WESTMINSTER,LOT 1  BLOCK 16  PLAN 6695  DISTRIC,,,1684000.0,1090000.0,2021.0,1100000.0,1444000.0,2011.0,2011.0,,16,2021
147975,012-262-668,LAND,246728690000,24672869,RS-1,One Family Dwelling,4,VAP3716,706,3,,4869.0,BEATRICE ST,V5N 4J5,5.,"ICT LOT 706  NWD PART S 1/2, & BLK",LOT 3  BLOCK 4  PLAN VAP3716  DISTR,,,1352000.0,758000.0,2021.0,776000.0,1194000.0,2015.0,2016.0,,19,2021
207187,029-360-030,STRATA,150758420015,15075842,CD-1 (543),Comprehensive Development,,EPS1802,526,15,,6108.0,OAK ST,V6M 2W2,INTEREST IN THE COMMON PROPERTY IN,"526  NWD GROUP 1, TOGETHER WITH AN",LOT 15  PLAN EPS1802  DISTRICT LOT,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,1218000.0,306000.0,2021.0,300000.0,1156000.0,2014.0,2014.0,,11,2021
83964,019-096-810,STRATA,250738010018,25073801,CD-1 (294),Comprehensive Development,,LMS1721,704,18,306,1988.0,37TH AVE E,V5P 1G1,SHARE IN COM PROP THEREIN.,704  NEW WESTMINSTER UNDIV 64/1729,LOT 18  PLAN LMS1721  DISTRICT LOT,,,305000.0,115000.0,2021.0,116000.0,289000.0,1994.0,1994.0,,19,2021
50947,007-915-071,LAND,731042220000,73104222,RS-5,One Family Dwelling,44,VAP3685,2027,34,,3458.0,34TH AVE W,V6N 2K6,,TRICT LOT 2027  NWD GROUP 1.,LOT 34  BLOCK 44  PLAN VAP3685  DIS,,,2920000.0,114000.0,2021.0,120000.0,2683000.0,1929.0,1970.0,,3,2021
198468,027-759-784,STRATA,580172600036,58017260,HA-2,Historic Area,,BCS3229,OGT,36,506,36.0,WATER ST,V6B 0B7,IN THE COMMON PROPERTY IN PROPORTIO,OGT  NWD TOGETHER WITH AN INTEREST,LOT 36  PLAN BCS3229  DISTRICT LOT,N TO THE UNIT ENTITLEMENT OF THE ST,RATA LOT AS SHOWN ON FORM V.,894000.0,229000.0,2021.0,226000.0,808000.0,2008.0,2008.0,,26,2021
121347,,OTHER,595126520000,59512652,CD-1 (455),Comprehensive Development,,,541,,,,,,"18730, VOLUMETRIC PCL OF PART UNDE","ARCEL L, BLOCK 42 & 32, EXCEPT PLAN",DISTRICT LOT 541  NEW WESTMINSTER P,R DUNSMUIR ST CONNECTION.,,868000.0,1069000.0,2021.0,1135000.0,924000.0,1972.0,1990.0,,26,2021
171017,025-851-306,STRATA,138616060173,13861606,CD-1 (366),Comprehensive Development,,BCS679,FC,173,3002,1438.0,RICHARDS ST,V6Z 3B8,NTEREST IN THE COMMON PROPERTY IN P,"FC  NWD GROUP 1, TOGETHER WITH AN I",LOT 173  PLAN BCS679  DISTRICT LOT,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM 1,1059000.0,391000.0,2021.0,387000.0,1079000.0,2004.0,2004.0,,30,2021
101121,018-378-382,STRATA,190692020121,19069202,C-2,Commercial,,LMS1000,301,121,205,228.0,18TH AVE E,V5V 1E6,AN INTEREST IN THE COMMON PROPERTY,301  NWD  BCAGROUP 1 TOGETHER WITH,LOT 121  PLAN LMS1000  DISTRICT LOT,IN PROPORTION TO THE UNIT ENTITLEM,ENT OF THE STRATA LOT AS SHOWN ON F,645000.0,181000.0,2021.0,181000.0,655000.0,1993.0,1993.0,,15,2021
193613,006-185-452,STRATA,654179930009,65417993,RM-4,Multiple Family Dwelling,,VAS910,302,9,202,111.0,10TH AVE W,V5Y 1R7,ARE IN COM PROP THEREIN.,2  NEW WESTMINSTER UNDIV 54/1268 SH,LOT 9  PLAN VAS910  DISTRICT LOT 30,,,496000.0,77000.0,2021.0,81500.0,471000.0,1981.0,1981.0,,13,2021
185624,011-883-782,LAND,743195590000,74319559,RS-1,One Family Dwelling,5,VAP1725,639,22,,359.0,39TH AVE E,V5W 1K3,,RICT LOT 639  NEW WESTMINSTER,LOT 22  BLOCK 5  PLAN VAP1725  DIST,,,1515000.0,55000.0,2021.0,59500.0,1284000.0,1966.0,1970.0,,16,2021
161894,,LAND,121616625501,12161662,FCCDD,Comprehensive Development,120,VAP210,541,,,1444.0,BURRARD ST,V6Z 2A3,,T 541  NWD,BLOCK 120  PLAN VAP210  DISTRICT LO,,,546000.0,22700.0,2021.0,22200.0,564000.0,1925.0,1940.0,,30,2021
31239,004-145-984,LAND,606113850000,60611385,RM-5A,Multiple Family Dwelling,58,VAP2256,185,D,,1609.0,NELSON ST,V6G 1M3,,RICT LOT 185  NWD OF LOTS 26 TO 28.,LOT D  BLOCK 58  PLAN VAP2256  DIST,,,2070000.0,288000.0,2021.0,300000.0,2174000.0,1901.0,1980.0,,27,2021
125138,014-563-738,LAND,670173970000,67017397,RT-6,Two Family Dwelling,O,VAP1530,526,,,2751.0,COLUMBIA ST,V5Y 3G4,,526  NEW WESTMINSTER PARCEL B.,BLOCK O  PLAN VAP1530  DISTRICT LOT,,,1966000.0,166000.0,2021.0,170000.0,1912000.0,1948.0,1975.0,,13,2021
87570,011-089-954,LAND,72710300000,7271030,RS-1,One Family Dwelling,J,VAP5702,2027,12,,4394.0,PUGET DR,V6L 2V8,,RICT LOT 2027  NEW WESTMINSTER,LOT 12  BLOCK J  PLAN VAP5702  DIST,,,2852000.0,379000.0,2021.0,117000.0,2670000.0,1947.0,1975.0,,4,2021
179968,010-781-081,LAND,211730780000,21173078,RS-1,One Family Dwelling,3,VAP1209,,23,,5068.0,CHESTER ST,V5W 3A8,.,WESTMINSTER DISTRICT LOT 668 TO 670,LOT 23  BLOCK 3  PLAN VAP1209  NEW,,,1292000.0,100000.0,2021.0,94200.0,1140000.0,1928.0,1975.0,,16,2021
120636,014-319-225,LAND,634265140000,63426514,RS-1,One Family Dwelling,B,404 & 1771,264A,25,,2214.0,4TH AVE E,V5N 1K8,BLK 148.,"T LOT 264A  NWD OF LOTS 2 TO 5, OF",LOT 25  BLOCK B  PLAN 1771  DISTRIC,,,1185000.0,29300.0,2021.0,30900.0,1072000.0,1926.0,1965.0,,14,2021
41497,029-847-206,STRATA,138600890140,13860089,CD-1 (525),Comprehensive Development,54,EPS3242,541,140,1911,777.0,RICHARDS ST,V6B 0M6,"WESTMINSTER LAND DISTRICT, TOGETHE","242, DISTRICT LOT 541, GROUP 1, NEW","STRATA LOT 140, BLOCK 54, PLAN EPS3",R WITH AN INTEREST IN THE COMMON PR,OPERTY IN PROPORTION TO THE UNIT EN,381000.0,232000.0,2021.0,227000.0,392000.0,2016.0,2016.0,,26,2021
48125,024-347-841,STRATA,839285720027,83928572,CD-1 (247),Comprehensive Development,,LMS3758,330,27,,8595.0,AQUITANIA PL,V5S 4V7,TOGETHER WITH AN INTEREST IN THE C,"330  NWD GROUP 1, & DL 2100 & 6320,",LOT 27  PLAN LMS3758  DISTRICT LOT,OMMON PROPERTY IN PROPORTION TO THE,UNIT ENTITLEMENT OF THE STRATA LOT,538000.0,272000.0,2021.0,269000.0,533000.0,1998.0,1999.0,,18,2021
186931,012-070-556,LAND,683255520000,68325552,RS-1,One Family Dwelling,168,VAP3886,264A,32,,2050.0,13TH AVE E,V5N 2C4,195.,"STRICT LOT 264A  NWD OF LOT B, & DL",LOT 32  BLOCK 168  PLAN VAP3886  DI,,,1411000.0,109000.0,2021.0,111000.0,1205000.0,1977.0,1977.0,,14,2021
115229,023-341-963,STRATA,645179560031,64517956,I-1,Light Industrial,,LMS2305,200A,31,,138.0,6TH AVE W,V5Y 1K6,8 SHARE IN COM PROP THEREIN.,200A  NEW WESTMINSTER UNDIV 60/2077,LOT 31  PLAN LMS2305  DISTRICT LOT,,,28200.0,1700.0,2021.0,2000.0,27900.0,1997.0,1997.0,,13,2021
185629,007-309-341,LAND,809188720000,80918872,RS-1,One Family Dwelling,5,VAP17201,656,C,,168.0,57TH AVE E,V5X 1S4,LOT X.,"RICT LOT 656  NWD EXPL PL 13744, OF",LOT C  BLOCK 5  PLAN VAP17201  DIST,,,1403000.0,720000.0,2021.0,745000.0,1334000.0,2014.0,2014.0,,17,2021
23962,010-558-802,LAND,308797580000,30879758,RS-1,One Family Dwelling,4,VAP7608,338,26,,6918.0,BROOKS ST,V5S 3J7,,RICT LOT 338  NWD PART SE 1/4.,LOT 26  BLOCK 4  PLAN VAP7608  DIST,,,1619000.0,395000.0,2021.0,404000.0,1450000.0,1991.0,1991.0,,24,2021
59135,029-922-321,STRATA,638194900198,63819490,IC-3,Light Industrial,4,EPS3641,200A,198,602,417.0,GREAT NORTHERN WAY,V5T 0G7,"WESTMINSTER LAND DISTRICT, TOGETHE","41, DISTRICT LOT 200A, GROUP 1, NEW","STRATA LOT 198, BLOCK 4, PLAN EPS36",R WITH AN INTEREST IN THE COMMON PR,OPERTY IN PROPORTION TO THE UNIT EN,318000.0,210000.0,2021.0,206000.0,391000.0,2016.0,2016.0,,13,2021
51144,030-767-814,LAND,576274490000,57627449,RS-1,One Family Dwelling,,EPP88697,HT,A,,2647.0,CAMBRIDGE ST,V5K 1L6,,HT  NWD  BCAGROUP 1,LOT A  PLAN EPP88697  DISTRICT LOT,,,1262000.0,331000.0,2021.0,75600.0,1187000.0,1927.0,1965.0,,20,2021
134329,014-554-542,LAND,697150170000,69715017,RS-5,One Family Dwelling,556,VAP1571,472,33,,979.0,20TH AVE W,V5Z 1Y4,,STRICT LOT 472  NEW WESTMINSTER,LOT 33  BLOCK 556  PLAN VAP1571  DI,,,1933000.0,73200.0,2021.0,75100.0,1890000.0,1973.0,1973.0,,9,2021
98910,005-519-004,STRATA,152830570005,15283057,RM-3A,Multiple Family Dwelling,,VAS577,,5,301,8655.0,FREMLIN ST,V6P 3X4,708/3607 SHARE IN COMMON PROP THER,"DISTRICT LOT 319 323&324, AN UNDIV",LOT 5  PLAN VAS577  NEW WESTMINSTER,EIN.,,411000.0,36700.0,2021.0,39000.0,406000.0,1978.0,1978.0,,12,2021
86548,018-688-284,STRATA,638194520007,63819452,IC-3,Light Industrial,,LMS1316,200A,7,107,336.0,1ST AVE E,V5T 4R6,SHARE IN COM PROP THEREIN.,00A  NEW WESTMINSTER UNDIV 96/4749,LOT 7  PLAN LMS1316  DISTRICT LOT 2,,,617000.0,206000.0,2021.0,204000.0,587000.0,1994.0,1994.0,,13,2021
145441,029-437-849,STRATA,134604930093,13460493,CD-1 (515),Comprehensive Development,,EPS2386,541,93,1906,999.0,SEYMOUR ST,V6B 0M5,"R LAND DISTRICT, TOGETHER WITH AN I","CT LOT 541, GROUP 1, NEW WESTMINSTE","STRATA LOT 93, PLAN EPS2386, DISTRI",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,465000.0,141000.0,2021.0,138000.0,418000.0,2014.0,2014.0,,29,2021
170621,028-157-389,STRATA,134606300049,13460630,DD,Comprehensive Development,,BCS3727,541,49,502,1022.0,SEYMOUR ST,V6B 0G1,INTEREST IN THE COMMON PROPERTY IN,"541  NWD GROUP 1, TOGETHER WITH AN",LOT 49  PLAN BCS3727  DISTRICT LOT,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,463000.0,253000.0,2021.0,248000.0,474000.0,2010.0,2010.0,,29,2021
184459,011-672-692,LAND,701042230000,70104223,RS-5,One Family Dwelling,23,VAP4244,139,18,,3455.0,22ND AVE W,V6S 1J1,,TRICT LOT 139  NWD OF LOT 1.,LOT 18  BLOCK 23  PLAN VAP4244  DIS,,,2200000.0,311000.0,2021.0,320000.0,2030000.0,1984.0,2001.0,,3,2021
183368,027-723-259,STRATA,42638970022,4263897,C-2,Commercial,,BCS3187,540,22,,1959.0,COLLINGWOOD ST,V6R 3K6,,540  NWD GROUP 1.,LOT 22  PLAN BCS3187  DISTRICT LOT,,,1221000.0,353000.0,2021.0,349000.0,1155000.0,2008.0,2008.0,,2,2021
38431,004-017-897,STRATA,255566060023,25556606,RM-3A,Multiple Family Dwelling,,VAS425,184,23,201,2366.0,WALL ST,V5L 4Y1,SHARE IN COM PROP THEREIN.,84  NEW WESTMINSTER UNDIV 154/10000,LOT 23  PLAN VAS425  DISTRICT LOT 1,,,443000.0,55000.0,2021.0,57900.0,492000.0,1976.0,1976.0,,14,2021
25452,017-762-375,STRATA,148602890024,14860289,DD,Comprehensive Development,,LMS355,541,24,1503,889.0,HOMER ST,V6B 5S3,HARE IN COM PROP THEREIN.,41  NEW WESTMINSTER UNDIV 97/6158 S,LOT 24  PLAN LMS355  DISTRICT LOT 5,,,581000.0,322000.0,2021.0,319000.0,562000.0,1992.0,1992.0,,29,2021
160215,002-619-296,LAND,743179050000,74317905,RS-1,One Family Dwelling,846,VAP6942,526,1,,193.0,39TH AVE W,V5Y 2P3,,TRICT LOT 526  NEW WESTMINSTER,LOT 1  BLOCK 846  PLAN VAP6942  DIS,,,2486000.0,441000.0,2021.0,452000.0,2366000.0,1990.0,1990.0,,9,2021
